reid,category,camera_suffix,timestamp_local_naive,timezone_status,image_name,image_sha256,mask_sha256,image_width_px,image_height_px,mask_area_fraction,bbox_width_fraction,bbox_height_fraction,centroid_x_fraction,centroid_y_fraction,spatial_unit,cross_visit_registration,decision_eligible
2027,Transverse Crack,n00088,2023-03-09T12:41:05.560,unknown_not_ingested,2023-03-09_12-41-05-560-n00088.jpg,9d0e444e96e1c0f0c7580fe47a3336a295c9237d89fd6c54d9292810c4f9d61a,c97e3eda8f6f39b82de03bad85f1dd68b20425a09b50a3a59da407f5e1640320,1920,1080,0.0005280671296296296,0.12864583333333332,0.012962962962962963,0.621246194824962,0.5937967190935227,pixel_fraction,absent,False
2027,Transverse Crack,n00088,2023-04-21T13:08:11.860,unknown_not_ingested,2023-04-21_13-08-11-860-n00088.jpg,6c752ecc56ef1f75712a6115708a0c225be6d2801b4e533a3a70b1ead5d1e4b4,a5d6f36d3e42b5334d10f20b11d212586583c76b48159b89138c0024dc54d46b,1920,1080,0.0004398148148148148,0.11197916666666667,0.009259259259259259,0.718309690241228,0.5720689165042235,pixel_fraction,absent,False
2027,Transverse Crack,n00088,2023-05-30T12:04:56.293,unknown_not_ingested,2023-05-30_12-04-56-293-n00088.jpg,26e2bd4bfb74af71b9d0f2ba14b4e363a4c87783168b412d5c9c01b77a2709bb,70a6c3e857fc29c2b84318c0114c1be4afc9ba0d4ff56f7e9d78cae24e7ddd9c,1920,1080,0.0007547260802469135,0.1234375,0.013888888888888888,0.7099653887113951,0.6349775174535558,pixel_fraction,absent,False
2027,Transverse Crack,n00088,2023-07-08T10:54:55.839,unknown_not_ingested,2023-07-08_10-54-55-839-n00088.jpg,af9fb049297ecb73f71b26c6ce8bf2df5435e92964de78fe34c962e28c7624a6,d2a773b834310c336afe1b6440d71c164d1c1d9975b49b131b564f90f10252c8,1920,1080,0.0006278935185185185,0.121875,0.012037037037037037,0.6919866871479775,0.6070952096489731,pixel_fraction,absent,False
2027,Transverse Crack,n00088,2023-08-19T10:41:12.970,unknown_not_ingested,2023-08-19_10-41-12-970-n00088.jpg,7f236f648b12a62b7bc6892d2bdabc04e7d424771bcc3c7e376c7dca47d24d71,eda5295733dbbeab544707af9136f77ba2ebf8fbb819ee9c057c4c8b924e2ea7,1920,1080,0.0012037037037037038,0.1796875,0.019444444444444445,0.7415911291399573,0.7926311728395061,pixel_fraction,absent,False
2027,Transverse Crack,n00088,2023-11-08T12:31:54.570,unknown_not_ingested,2023-11-08_12-31-54-570-n00088.jpg,06815975960ace538f4b2fc0d20da8961b7266f12282aafd9d72b19ad0c9aeea,a37cbeb7aa9cc9f54b617f490b195fada3b7fd8ce3c7b3b596781bfa7f773152,1920,1080,0.0013054591049382715,0.16458333333333333,0.023148148148148147,0.7890578823420761,0.6145165483178043,pixel_fraction,absent,False
696,Transverse Crack,n00088,2022-11-30T10:21:32.126,unknown_not_ingested,2022-11-30_10-21-32-126-n00088.jpg,bb30f3f32524901de9d5d1194e3bd171b3a5164f643dbae94a2e40ce65b2d8f3,be11daad11dbe610858e2afe1f7090c1d2336868394321838d54fb55b99be876,1920,1080,0.0011723572530864198,0.19166666666666668,0.020370370370370372,0.6401483014534485,0.6233961028078675,pixel_fraction,absent,False
696,Transverse Crack,n00088,2023-01-17T07:24:20.763,unknown_not_ingested,2023-01-17_07-24-20-763-n00088.jpg,72d2b2e5fc14861015419265368a417cbb5c0dd8df6098c30ce87b265828b1dc,963af4fb9516a3d3292b3f2432576c9d6248a3915d1bc63251a8361f808f2586,1920,1080,0.0017269483024691357,0.2713541666666667,0.01574074074074074,0.6965095003723355,0.8486107232616588,pixel_fraction,absent,False
696,Transverse Crack,n00088,2023-03-01T07:01:55.897,unknown_not_ingested,2023-03-01_07-01-55-897-n00088.jpg,f4ed33138515546a6c1d869d8ca8e877c2cb2df8510d75a1db9ca8afec821966,eb56565579d8668e07e87a858c9b39f8a1780e8d9fe0694f0e211cfa45dc95b3,1920,1080,0.002008101851851852,0.25104166666666666,0.025,0.812473107788985,0.9371310972355641,pixel_fraction,absent,False
696,Transverse Crack,n00088,2023-04-09T07:09:01.162,unknown_not_ingested,2023-04-09_07-09-01-162-n00088.jpg,93f306f9113abec130fdf8e0ae9019f5068805a36fae1d6674bb6fe699559567,50958305bb723e9a0d4f740008c37f4913fda95bb70183fe9d1537f838490f57,1920,1080,0.0009172453703703703,0.18020833333333333,0.010185185185185186,0.7828990317209955,0.7129746465708611,pixel_fraction,absent,False
696,Transverse Crack,n00088,2023-05-21T06:51:58.129,unknown_not_ingested,2023-05-21_06-51-58-129-n00088.jpg,28538c2c0794342361648d95966cbd502b95a0f7bd35813dce786450a86f9051,2a0b2b6df80259087eec1a8748ce850432fb378b9dcf9f5ff4d14e9e321caa27,1920,1080,0.0006886574074074074,0.15260416666666668,0.008333333333333333,0.5170788106909431,0.5703113652868554,pixel_fraction,absent,False
696,Transverse Crack,n00088,2023-07-02T06:39:58.391,unknown_not_ingested,2023-07-02_06-39-58-391-n00088.jpg,a6d0676412a8444afc8be760acd093618f0f9c10692a6247f9dac908e9740220,6aa2108148a3bbadcf0ef1006a0223d160d32e3b33b6212e0ede652fd2e820d6,1920,1080,0.0012866512345679013,0.18385416666666668,0.017592592592592594,0.7965037012743628,0.7991827003165084,pixel_fraction,absent,False
696,Transverse Crack,n00088,2023-08-07T06:31:29.379,unknown_not_ingested,2023-08-07_06-31-29-379-n00088.jpg,2d9920485aaeb5d9c37d5ccc6dec0759ce6e7b3a6905a048f710494f4b4f5bdd,0b63e8f8ef454232532bebfc2a7aed049fba0388afc632029e30d6e4fb51254d,1920,1080,0.0008834876543209877,0.15989583333333332,0.012037037037037037,0.5197896765829694,0.5926673944687044,pixel_fraction,absent,False
696,Transverse Crack,n00088,2023-11-08T07:10:22.561,unknown_not_ingested,2023-11-08_07-10-22-561-n00088.jpg,92115cd2818965a0f37ce74ea2455f7be0909f67b6db80e7a8330b1132e20308,6fe0521cbd69e2ac0c910b98e63c2a3f7a95f0922abc3c30aa779f93245ec83a,1920,1080,0.0017582947530864197,0.21979166666666666,0.013888888888888888,0.6543893707716218,0.7681858353141952,pixel_fraction,absent,False
